,,,,,,
,2,9.583,,,,
,10,27.362,,,,
,20,48.421,,,,
,30,70.655,,,,
,40,102.875,,,,
,50,135.591,,,,
,60,187.488,,,,
,70,237.956,,,,
,80,290.476,,,,
,90,324.924,,,,
,100,363.933,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
