,,,,,,
,2,10.324,,,,
,10,32.702,,,,
,20,49.713,,,,
,30,76.808,,,,
,40,109.436,,,,
,50,140.873,,,,
,60,201.91,,,,
,70,257.205,,,,
,80,326.921,,,,
,90,355.423,,,,
,100,384.966,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
