,,,,,,
,2,10.708,,,,
,10,17.632,,,,
,20,27.597,,,,
,30,30.956,,,,
,40,34.655,,,,
,50,38.406,,,,
,60,42.842,,,,
,70,45.119,,,,
,80,48.719,,,,
,90,51.667,,,,
,100,61.187,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
