,geo_reply.1.,geo_reply.2.
1,-71.5723953,43.1938516
2,-74.0059413,40.7127837
3,-73.657908,40.5884373
4,-95.712891,37.09024
5,-77.0368707,38.9071923
6,-111.8485009,40.3879019
7,-99.9018131,31.9685988
8,-75.1652215,39.9525839
9,-74.0059413,40.7127837
10,-95.712891,37.09024
11,-79.610801,37.3074
12,-72.6412013,42.3250896
13,-95.8608333,41.2619444
14,-105.8700901,34.5199402
15,-2.715974,52.056398
16,-100.9836611,25.43208
17,-1.1743197,52.3555177
18,-72.9278835,41.308274
19,-77.0368707,38.9071923
20,-120.846409,56.252423
21,-99.9018131,31.9685988
22,-74.005787,40.7285373
23,-73.7781391,40.6413111
24,-78.7583432,37.8131025
25,-71.1804988,8.5698244
26,-79.3831843,43.653226
27,-123.7545601,49.4741736
28,-95.712891,37.09024
29,-120.8958242,38.8375215
30,NA,NA
31,-122.0575434,37.387474
32,NA,NA
33,NA,NA
34,-105.7820674,39.5500507
35,-118.032844,33.9791793
36,-86.1349019,40.2671941
37,-97.0659783,33.0867723
38,8.468946,60.472024
39,-1.1743197,52.3555177
40,-73.5491361,52.9399159
41,-119.4179324,36.778261
42,-122.5950942,45.5897694
43,-71.5225646,42.2286954
44,-122.4194155,37.7749295
45,-91.9623327,30.9842977
46,-77.0368707,38.9071923
47,-122.2711137,37.8043637
48,-74.0059413,40.7127837
49,-97.092877,35.0077519
50,-121.2880059,38.7521235
51,41.023407,43.0015544
52,-78.898619,35.9940329
53,-74.0059413,40.7127837
54,-79.9558968,39.629526
55,13.7372621,51.0504088
56,NA,NA
57,153.1737578,-30.1412739
58,-1.1306544,37.9922399
59,-74.0059413,40.7127837
60,-84.3879824,33.7489954
61,-122.6764816,45.5230622
62,-74.0059413,40.7127837
63,-73.9234619,40.7643574
64,-72.2539805,41.8077414
65,-81.5157535,27.6648274
66,-122.4194155,37.7749295
67,-63.616672,-38.416097
68,-95.712891,37.09024
69,-84.3879824,33.7489954
70,-75.5812119,6.244203
71,-74.2454254,41.1134289
72,-78.0897329,42.8264498
73,-97.396381,27.8005828
74,NA,NA
75,-97.7430608,30.267153
76,-121.9232879,36.5552386
77,-82.907123,40.4172871
78,-119.7725868,36.7468422
79,-122.3320708,47.6062095
80,-120.8958242,38.8375215
81,-95.712891,37.09024
82,-96.4003069,42.4999942
83,0.6673665,51.7659078
84,-81.5157535,27.6648274
85,-118.2436849,34.0522342
86,NA,NA
87,-97.3307658,32.7554883
88,-97.7430608,30.267153
89,-73.9968807,40.7249194
90,NA,NA
91,-87.6297982,41.8781136
92,NA,NA
93,NA,NA
94,-102.4107493,34.2331373
95,-73.764855,41.1595399
96,-79.0192997,35.7595731
97,-95.712891,37.09024
98,NA,NA
99,-122.4285862,37.4635519
100,-74.347279,41.4487499
101,-97.7430608,30.267153
102,-73.9441579,40.6781784
103,-119.4179324,36.778261
104,-95.9979883,41.2523634
105,-78.6381787,35.7795897
106,-74.0059413,40.7127837
107,-95.712891,37.09024
108,-79.9223592,-2.1709979
109,-76.171054,40.6306464
110,-87.6297982,41.8781136
111,-74.0059413,40.7127837
112,NA,NA
113,-95.3698028,29.7604267
114,-78.5058429,38.8817784
115,-95.712891,37.09024
116,-118.2436849,34.0522342
117,-106.346771,56.130366
118,-87.6297982,41.8781136
119,-73.9712488,40.7830603
120,NA,NA
121,-0.1277583,51.5073509
122,-122.3128773,37.9168698
123,-99.9018131,31.9685988
124,-119.4179324,36.778261
125,-1.1743197,52.3555177
126,-74.0059413,40.7127837
127,-77.0368707,38.9071923
128,-99.9018131,31.9685988
129,-79.3831843,43.653226
130,8.0182064,58.1599119
131,-105.5108312,39.9613759
132,2.213749,46.227638
133,NA,NA
134,NA,NA
135,-71.0588801,42.3600825
136,2.213749,46.227638
137,-79.9223592,-2.1709979
138,NA,NA
139,NA,NA
140,-99.9018131,31.9685988
141,-74.1766404,40.0545517
142,-87.9064736,43.0389025
143,-63.616672,-38.416097
144,-102.4107493,34.2331373
145,-121.6555013,36.6777372
146,-3.188267,55.953252
147,NA,NA
148,-121.9742936,37.3979464
149,-80.1373174,26.1224386
150,-64.1310364,44.9902861
151,-90.1994042,38.6270025
152,-77.036994,38.91085
153,-111.9710529,41.0602216
154,-81.3792365,28.5383355
155,-122.272747,37.8715926
156,-118.2436849,34.0522342
157,3.6067452,36.7677767
158,-77.0368707,38.9071923
159,-75.5397878,39.7390721
160,-116.419389,34.9592083
161,-83.7524298,40.1083912
162,-74.4467958,40.4981958
163,-74.0059413,40.7127837
164,-73.7326309,40.9487097
165,-118.2935891,34.091341
166,-95.712891,37.09024
167,69.901433,22.4353882
168,-103.225856,44.081169
169,27.5026174,-11.6876026
170,-122.3320708,47.6062095
171,-94.097168,41.5519547
172,-98.2702283,29.5526158
173,-79.3831843,43.653226
174,-122.4194155,37.7749295
175,-123.1207375,49.2827291
176,NA,NA
177,-95.712891,37.09024
178,-98.8705717,30.2743349
179,NA,NA
180,-95.712891,37.09024
181,-119.7365248,36.8081588
182,-0.0591085,51.7150389
183,-120.5542012,43.8041334
184,-76.6121893,39.2903848
185,-119.4179324,36.778261
186,NA,NA
187,NA,NA
188,-74.0059413,40.7127837
189,-96.6851982,40.8257625
190,-82.907123,40.4172871
191,-93.2178663,45.1391541
192,-71.0588801,42.3600825
193,-99.9018131,31.9685988
194,-71.0588801,42.3600825
195,-122.8231915,47.0342629
196,-85.6680863,42.9633599
197,-117.689218,33.6469661
198,-73.9739119,40.7623737
199,-105.8700901,34.5199402
200,-105.084423,40.5852602
201,-71.0588801,42.3600825
202,-80.4549026,38.5976262
203,NA,NA
204,-116.419389,34.9592083
205,NA,NA
206,-17.0280279,65.4713712
207,-80.0519859,26.5867358
208,NA,NA
209,-74.4056612,40.0583238
210,-80.2992185,36.0711649
211,-71.5723953,43.1938516
212,-122.4014193,37.4337342
213,28.9783589,41.0082376
214,36.080026,-0.3030988
215,-119.4179324,36.778261
216,21.2570307,45.7659345
217,-111.0937311,34.0489281
218,-112.1221652,33.4926777
219,-73.9452135,40.8088165
220,-74.0059413,40.7127837
221,-110.9700366,32.2136941
222,-71.0994968,42.3875968
223,-1.1743197,52.3555177
224,-98.4936282,29.4241219
225,-73.9712488,40.7830603
226,-79.3831843,43.653226
227,-95.3698028,29.7604267
228,-85.6023643,44.3148443
229,-74.0059413,40.7127837
230,-73.134961,40.789142
231,-118.3089661,34.1808392
232,-116.5634624,43.5407172
233,10.7522454,59.9138688
234,-71.0588801,42.3600825
235,-95.712891,37.09024
236,-75.5276699,38.9108325
237,-95.712891,37.09024
238,-81.0558894,29.2858129
239,-82.9000751,32.1656221
240,-4.2026458,56.4906712
241,-112.0740373,33.4483771
242,-97.7430608,30.267153
243,-122.3320708,47.6062095
244,-81.5157535,27.6648274
245,-5.558459,33.882634
246,-97.0403352,32.8998091
247,-77.2725499,38.8430961
248,-74.0059413,40.7127837
249,-74.0059413,40.7127837
250,-99.9018131,31.9685988
251,-73.9805361,40.7634381
252,5.291266,52.132633
253,NA,NA
254,-79.0192997,35.7595731
255,-79.610801,37.3074
256,NA,NA
257,-84.2029922,39.4353373
258,-83.9207392,35.9606384
259,-77.0368707,38.9071923
260,NA,NA
261,-0.1277583,51.5073509
262,-120.7401386,47.7510741
263,-76.93776,38.9896967
264,-119.4179324,36.778261
265,-74.0059413,40.7127837
266,-122.4194155,37.7749295
267,-117.1610838,32.715738
268,-80.2962555,26.007765
